id,pdb_id,gpcr_name,gpcr_class,subfamily,uniprot_id,species,description,method,resolution,pubmed_id,deposition_date,reference,gene_name,raw_pdb_file,mapping_pdb_file,fasta
,6D9H,ADENOSINE RECEPTOR A1,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P30542,HOMO SAPIENS (HUMAN),CRYO-EM STRUCTURE OF THE HUMAN ADENOSINE A1 RECEPTOR-GI2-PROTEIN COMPLEX BOUND TO ITS ENDOGENOUS AGONIST,e,3.6,29925945,2018-04-29,DRAPER-JOYCE ET AL. STRUCTURE OF THE ADENOSINE-BOUND HUMAN ADENOSINE A1RECEPTOR-GICOMPLEX. NATURE. 2018.,ADORA1,raw_pdbs/6D9H.pdb,mapped_pdb/6D9H_atlas.pdb,fastas/6D9H.fasta
,6DDE,MU-TYPE OPIOID RECEPTOR,a,OPIOID PEPTIDES RECEPTORS,P42866,MUS MUSCULUS (MOUSE),MU OPIOID RECEPTOR-GI PROTEIN COMPLEX,e,3.5,29899455,2018-05-10,KOEHL ET AL. STRUCTURE OF THE &#956;-OPIOID RECEPTOR-GIPROTEIN COMPLEX. NATURE. 2018.,Oprm1,raw_pdbs/6DDE.pdb,mapped_pdb/6DDE_atlas.pdb,fastas/6DDE.fasta
,6DDF,MU-TYPE OPIOID RECEPTOR,a,OPIOID PEPTIDES RECEPTORS,P42866,MUS MUSCULUS (MOUSE),MU OPIOID RECEPTOR-GI PROTEIN COMPLEX,e,3.5,29899455,2018-05-10,KOEHL ET AL. STRUCTURE OF THE &#956;-OPIOID RECEPTOR-GIPROTEIN COMPLEX. NATURE. 2018.,Oprm1,raw_pdbs/6DDF.pdb,mapped_pdb/6DDF_atlas.pdb,fastas/6DDF.fasta
,6DRX,5-HYDROXYTRYPTAMINE RECEPTOR 2B,a,SEROTONIN RECEPTORS,P41595,HOMO SAPIENS (HUMAN),STRUCTURAL DETERMINANTS OF ACTIVATION AND BIASED AGONISM AT THE 5-HT2B RECEPTOR,x,3.1,30127358,2018-06-13,MCCORVY ET AL. STRUCTURAL DETERMINANTS OF 5-HT2BRECEPTOR ACTIVATION AND BIASED AGONISM. NAT. STRUCT. MOL. BIOL. 2018.,HTR2B,raw_pdbs/6DRX.pdb,mapped_pdb/6DRX_atlas.pdb,fastas/6DRX.fasta
,6DRY,5-HYDROXYTRYPTAMINE RECEPTOR 2B,a,SEROTONIN RECEPTORS,P41595,HOMO SAPIENS (HUMAN),STRUCTURAL DETERMINANTS OF ACTIVATION AND BIASED AGONISM AT THE 5-HT2B RECEPTOR,x,2.92,30127358,2018-06-13,MCCORVY ET AL. STRUCTURAL DETERMINANTS OF 5-HT2BRECEPTOR ACTIVATION AND BIASED AGONISM. NAT. STRUCT. MOL. BIOL. 2018.,HTR2B,raw_pdbs/6DRY.pdb,mapped_pdb/6DRY_atlas.pdb,fastas/6DRY.fasta
,6DRZ,5-HYDROXYTRYPTAMINE RECEPTOR 2B,a,SEROTONIN RECEPTORS,P41595,HOMO SAPIENS (HUMAN),STRUCTURAL DETERMINANTS OF ACTIVATION AND BIASED AGONISM AT THE 5-HT2B RECEPTOR,x,3.1,30127358,2018-06-13,MCCORVY ET AL. STRUCTURAL DETERMINANTS OF 5-HT2BRECEPTOR ACTIVATION AND BIASED AGONISM. NAT. STRUCT. MOL. BIOL. 2018.,HTR2B,raw_pdbs/6DRZ.pdb,mapped_pdb/6DRZ_atlas.pdb,fastas/6DRZ.fasta
,6DS0,5-HYDROXYTRYPTAMINE RECEPTOR 2B,a,SEROTONIN RECEPTORS,P41595,HOMO SAPIENS (HUMAN),STRUCTURAL DETERMINANTS OF ACTIVATION AND BIASED AGONISM AT THE 5-HT2B RECEPTOR,x,3.19,30127358,2018-06-13,MCCORVY ET AL. STRUCTURAL DETERMINANTS OF 5-HT2BRECEPTOR ACTIVATION AND BIASED AGONISM. NAT. STRUCT. MOL. BIOL. 2018.,HTR2B,raw_pdbs/6DS0.pdb,mapped_pdb/6DS0_atlas.pdb,fastas/6DS0.fasta
,6E3Y,CALCITONIN GENE-RELATED PEPTIDE TYPE 1 RECEPTOR,b,,Q16602,HOMO SAPIENS (HUMAN),"CRYO-EM STRUCTURE OF THE ACTIVE, GS-PROTEIN COMPLEXED, HUMAN CGRP RECEPTOR",e,3.3,30209400,2018-07-16,"LIANG ET AL. CRYO-EM STRUCTURE OF THE ACTIVE, GS-PROTEIN COMPLEXED, HUMAN CGRP RECEPTOR. NATURE. 2018, 561, 492.",CALCRL,raw_pdbs/6E3Y.pdb,mapped_pdb/6E3Y_atlas.pdb,fastas/6E3Y.fasta
,6E59,SUBSTANCE-P RECEPTOR,a,TACHYKININ RECEPTORS,P25103,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN NK1 TACHYKININ RECEPTOR,x,3.4,30538204,2018-07-19,"YIN ET AL. CRYSTAL STRUCTURE OF THE HUMAN NK1TACHYKININ RECEPTOR. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 13264.",TACR1,raw_pdbs/6E59.pdb,mapped_pdb/6E59_atlas.pdb,fastas/6E59.fasta
,6FFH,METABOTROPIC GLUTAMATE RECEPTOR 5,c,,P41594,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF MGLUR5 IN COMPLEX WITH FENOBAM AT 2.65 A,x,2.65,29455526,2018-01-08,CHRISTOPHER ET AL. STRUCTURE-BASED OPTIMIZATION STRATEGIES FOR G PROTEIN-COUPLED RECEPTOR (GPCR) ALLOSTERIC MODULATORS: A CASE STUDY FROM ANALYSES OF NEW METABOTROPIC GLUTAMATE RECEPTOR 5 (MGLU5) X-RAY STRUCTURES. J. MED. CHEM. 2018.,GRM5,raw_pdbs/6FFH.pdb,mapped_pdb/6FFH_atlas.pdb,fastas/6FFH.fasta
,6FFI,METABOTROPIC GLUTAMATE RECEPTOR 5,c,,P41594,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF MGLUR5 IN COMPLEX WITH MMPEP AT 2.2 A,x,2.2,29455526,2018-01-08,CHRISTOPHER ET AL. STRUCTURE-BASED OPTIMIZATION STRATEGIES FOR G PROTEIN-COUPLED RECEPTOR (GPCR) ALLOSTERIC MODULATORS: A CASE STUDY FROM ANALYSES OF NEW METABOTROPIC GLUTAMATE RECEPTOR 5 (MGLU5) X-RAY STRUCTURES. J. MED. CHEM. 2018.,GRM5,raw_pdbs/6FFI.pdb,mapped_pdb/6FFI_atlas.pdb,fastas/6FFI.fasta
,6FJ3,PARATHYROID HORMONE-PARATHYROID HORMONE-RELATED PEPTIDE RECEPTOR,b,,Q03431,HOMO SAPIENS (HUMAN),HIGH RESOLUTION CRYSTAL STRUCTURE OF PARATHYROID HORMONE 1 RECEPTOR IN COMPLEX WITH A PEPTIDE AGONIST.,x,2.5,30455434,2018-01-19,"EHRENMANN ET AL. HIGH-RESOLUTION CRYSTAL STRUCTURE OF PARATHYROID HORMONE 1 RECEPTOR IN COMPLEX WITH A PEPTIDE AGONIST. NAT. STRUCT. MOL. BIOL. 2018, 25, 1086.",PTH1R,raw_pdbs/6FJ3.pdb,mapped_pdb/6FJ3_atlas.pdb,fastas/6FJ3.fasta
,6FK6,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS01,x,2.36,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FK6.pdb,mapped_pdb/6FK6_atlas.pdb,fastas/6FK6.fasta
,6FK7,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS06,x,2.62,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FK7.pdb,mapped_pdb/6FK7_atlas.pdb,fastas/6FK7.fasta
,6FK8,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS08,x,2.87,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FK8.pdb,mapped_pdb/6FK8_atlas.pdb,fastas/6FK8.fasta
,6FK9,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS09,x,2.63,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FK9.pdb,mapped_pdb/6FK9_atlas.pdb,fastas/6FK9.fasta
,6FKA,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS11,x,2.7,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FKA.pdb,mapped_pdb/6FKA_atlas.pdb,fastas/6FKA.fasta
,6FKB,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS13,x,3.03,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FKB.pdb,mapped_pdb/6FKB_atlas.pdb,fastas/6FKB.fasta
,6FKC,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS15,x,2.46,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FKC.pdb,mapped_pdb/6FKC_atlas.pdb,fastas/6FKC.fasta
,6FKD,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF N2C/D282C STABILIZED OPSIN BOUND TO RS16,x,2.49,29555765,2018-01-23,"MATTLE ET AL. LIGAND CHANNEL IN PHARMACOLOGICALLY STABILIZED RHODOPSIN. PROC. NATL. ACAD. SCI. U.S.A. 2018, 115, 3640.",RHO,raw_pdbs/6FKD.pdb,mapped_pdb/6FKD_atlas.pdb,fastas/6FKD.fasta
,6FUF,RHODOPSIN,a,OPSINS,P02699,BOS TAURUS (BOVINE),CRYSTAL STRUCTURE OF THE RHODOPSIN-MINI-GO COMPLEX,x,3.12,30255144,2018-02-27,"TSAI ET AL. CRYSTAL STRUCTURE OF RHODOPSIN IN COMPLEX WITH A MINI-GOSHEDS LIGHT ON THE PRINCIPLES OF G PROTEIN SELECTIVITY. SCI ADV. 2018, 4, EAAT7052.",RHO,raw_pdbs/6FUF.pdb,mapped_pdb/6FUF_atlas.pdb,fastas/6FUF.fasta
,6G79,5-HYDROXYTRYPTAMINE RECEPTOR 1B,a,SEROTONIN RECEPTORS,P28222,HOMO SAPIENS (HUMAN),COUPLING SPECIFICITY OF HETEROTRIMERIC GO TO THE SEROTONIN 5-HT1B RECEPTOR,e,3.78,29925951,2018-04-05,"GARCIA-NAFRIA ET AL. CRYO-EM STRUCTURE OF THE SEROTONIN 5-HT1BRECEPTOR COUPLED TO HETEROTRIMERIC GO. NATURE. 2018, 558, 620.",HTR1B,raw_pdbs/6G79.pdb,mapped_pdb/6G79_atlas.pdb,fastas/6G79.fasta
,6GDG,ADENOSINE RECEPTOR A2A,a,ADENOSINE AND ADENINE NUCLEOTIDE RECEPTORS,P29274,HOMO SAPIENS (HUMAN),CRYO-EM STRUCTURE OF THE ADENOSINE A2A RECEPTOR BOUND TO A MINIGS HETEROTRIMER,e,4.11,29726815,2018-04-23,"GARCIA-NAFRIA ET AL. CRYO-EM STRUCTURE OF THE ADENOSINE A2ARECEPTOR COUPLED TO AN ENGINEERED HETEROTRIMERIC G PROTEIN. ELIFE. 2018, 7, .",ADORA2A,raw_pdbs/6GDG.pdb,mapped_pdb/6GDG_atlas.pdb,fastas/6GDG.fasta
,6GPS,C-C CHEMOKINE RECEPTOR TYPE 2,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P41597,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF CCR2A IN COMPLEX WITH MK-0812,x,3.3,30581043,2018-06-07,APEL ET AL. CRYSTAL STRUCTURE OF CC CHEMOKINE RECEPTOR 2A IN COMPLEX WITH AN ORTHOSTERIC ANTAGONIST PROVIDES INSIGHTS FOR THE DESIGN OF SELECTIVE ANTAGONISTS. STRUCTURE. 2018.,CCR2,raw_pdbs/6GPS.pdb,mapped_pdb/6GPS_atlas.pdb,fastas/6GPS.fasta
,6GPX,C-C CHEMOKINE RECEPTOR TYPE 2,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P41597,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF CCR2A IN COMPLEX WITH MK-0812,x,2.7,30581043,2018-06-07,APEL ET AL. CRYSTAL STRUCTURE OF CC CHEMOKINE RECEPTOR 2A IN COMPLEX WITH AN ORTHOSTERIC ANTAGONIST PROVIDES INSIGHTS FOR THE DESIGN OF SELECTIVE ANTAGONISTS. STRUCTURE. 2018.,CCR2,raw_pdbs/6GPX.pdb,mapped_pdb/6GPX_atlas.pdb,fastas/6GPX.fasta
,6H7J,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),ACTIVATED TURKEY BETA1 ADRENOCEPTOR WITH BOUND AGONIST ISOPRENALINE AND NANOBODY NB80,x,2.8,,2018-07-31,WARNE ET AL. MOLECULAR BASIS FOR HIGH AFFINITY AGONIST BINDING IN GPCRS. BIORXIV. 2018.,ADRB1,raw_pdbs/6H7J.pdb,mapped_pdb/6H7J_atlas.pdb,fastas/6H7J.fasta
,6H7L,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),ACTIVATED TURKEY BETA1 ADRENOCEPTOR WITH BOUND PARTIAL AGONIST DOBUTAMINE AND NANOBODY NB6B9,x,2.7,,2018-07-31,WARNE ET AL. MOLECULAR BASIS FOR HIGH AFFINITY AGONIST BINDING IN GPCRS. BIORXIV. 2018.,ADRB1,raw_pdbs/6H7L.pdb,mapped_pdb/6H7L_atlas.pdb,fastas/6H7L.fasta
,6H7M,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),ACTIVATED TURKEY BETA1 ADRENOCEPTOR WITH BOUND PARTIAL AGONIST SALBUTAMOL AND NANOBODY NB6B9,x,2.76,,2018-07-31,WARNE ET AL. MOLECULAR BASIS FOR HIGH AFFINITY AGONIST BINDING IN GPCRS. BIORXIV. 2018.,ADRB1,raw_pdbs/6H7M.pdb,mapped_pdb/6H7M_atlas.pdb,fastas/6H7M.fasta
,6H7N,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),ACTIVATED TURKEY BETA1 ADRENOCEPTOR WITH BOUND PARTIAL AGONIST XAMOTEROL AND NANOBODY NB6B9,x,2.5,,2018-07-31,WARNE ET AL. MOLECULAR BASIS FOR HIGH AFFINITY AGONIST BINDING IN GPCRS. BIORXIV. 2018.,ADRB1,raw_pdbs/6H7N.pdb,mapped_pdb/6H7N_atlas.pdb,fastas/6H7N.fasta
,6H7O,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),ACTIVATED TURKEY BETA1 ADRENOCEPTOR WITH BOUND WEAK PARTIAL AGONIST CYANOPINDOLOL AND NANOBODY NB6B9,x,2.8,,2018-07-31,WARNE ET AL. MOLECULAR BASIS FOR HIGH AFFINITY AGONIST BINDING IN GPCRS. BIORXIV. 2018.,ADRB1,raw_pdbs/6H7O.pdb,mapped_pdb/6H7O_atlas.pdb,fastas/6H7O.fasta
,6IBL,BETA-1 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07700,MELEAGRIS GALLOPAVO (WILD TURKEY),ACTIVATED TURKEY BETA1 ADRENOCEPTOR WITH BOUND AGONIST FORMOTEROL AND NANOBODY NB80,x,2.7,,2018-11-30,WARNE ET AL. MOLECULAR BASIS FOR HIGH AFFINITY AGONIST BINDING IN GPCRS. TO BE PUBLISHED.,ADRB1,raw_pdbs/6IBL.pdb,mapped_pdb/6IBL_atlas.pdb,fastas/6IBL.fasta
,6IGK,ENDOTHELIN RECEPTOR TYPE B,a,ENDOTHELIN RECEPTORS,P24530,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN ETB RECEPTOR IN COMPLEX WITH ENDOTHELIN-3,x,2,30413709,2018-09-25,"SHIHOYA ET AL. CRYSTAL STRUCTURES OF HUMAN ETBRECEPTOR PROVIDE MECHANISTIC INSIGHT INTO RECEPTOR ACTIVATION AND PARTIAL ACTIVATION. NAT COMMUN. 2018, 9, 4711.",EDNRB,raw_pdbs/6IGK.pdb,mapped_pdb/6IGK_atlas.pdb,fastas/6IGK.fasta
,6IGL,ENDOTHELIN RECEPTOR TYPE B,a,ENDOTHELIN RECEPTORS,P24530,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN ETB RECEPTOR IN COMPLEX WITH IRL1620,x,2.7,30413709,2018-09-25,"SHIHOYA ET AL. CRYSTAL STRUCTURES OF HUMAN ETBRECEPTOR PROVIDE MECHANISTIC INSIGHT INTO RECEPTOR ACTIVATION AND PARTIAL ACTIVATION. NAT COMMUN. 2018, 9, 4711.",EDNRB,raw_pdbs/6IGL.pdb,mapped_pdb/6IGL_atlas.pdb,fastas/6IGL.fasta
,6IIU,THROMBOXANE A2 RECEPTOR,a,PROSTANOIDS RECEPTORS,P21731,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN THROMBOXANE A2 RECEPTOR BOUND TO RAMATROBAN,x,2.5,30510189,2018-10-07,"FAN ET AL. STRUCTURAL BASIS FOR LIGAND RECOGNITION OF THE HUMAN THROMBOXANE A2RECEPTOR. NAT. CHEM. BIOL. 2019, 15, 27.",TBXA2R,raw_pdbs/6IIU.pdb,mapped_pdb/6IIU_atlas.pdb,fastas/6IIU.fasta
,6IIV,THROMBOXANE A2 RECEPTOR,a,PROSTANOIDS RECEPTORS,P21731,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF THE HUMAN THROMBOXANE A2 RECEPTOR BOUND TO DALTROBAN,x,3,30510189,2018-10-07,"FAN ET AL. STRUCTURAL BASIS FOR LIGAND RECOGNITION OF THE HUMAN THROMBOXANE A2RECEPTOR. NAT. CHEM. BIOL. 2019, 15, 27.",TBXA2R,raw_pdbs/6IIV.pdb,mapped_pdb/6IIV_atlas.pdb,fastas/6IIV.fasta
,6M9T,PROSTAGLANDIN E2 RECEPTOR EP3 SUBTYPE,a,PROSTANOIDS RECEPTORS,P43115,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF EP3 RECEPTOR BOUND TO MISOPROSTOL-FA,x,2.5,30510194,2018-08-24,"AUDET ET AL. CRYSTAL STRUCTURE OF MISOPROSTOL BOUND TO THE LABOR INDUCER PROSTAGLANDIN E2RECEPTOR. NAT. CHEM. BIOL. 2019, 15, 11.",PTGER3,raw_pdbs/6M9T.pdb,mapped_pdb/6M9T_atlas.pdb,fastas/6M9T.fasta
,6MEO,C-C CHEMOKINE RECEPTOR TYPE 5,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P51681,HOMO SAPIENS (HUMAN),STRUCTURAL BASIS OF CORECEPTOR RECOGNITION BY HIV-1 ENVELOPE SPIKE,e,3.9,30542158,2018-09-06,SHAIK ET AL. STRUCTURAL BASIS OF CORECEPTOR RECOGNITION BY HIV-1 ENVELOPE SPIKE. NATURE. 2018.,CCR5,raw_pdbs/6MEO.pdb,mapped_pdb/6MEO_atlas.pdb,fastas/6MEO.fasta
,6MET,C-C CHEMOKINE RECEPTOR TYPE 5,a,CHEMOKINES AND CHEMOTACTIC FACTORS RECEPTORS,P51681,HOMO SAPIENS (HUMAN),STRUCTURAL BASIS OF CORECEPTOR RECOGNITION BY HIV-1 ENVELOPE SPIKE,e,4.5,30542158,2018-09-07,SHAIK ET AL. STRUCTURAL BASIS OF CORECEPTOR RECOGNITION BY HIV-1 ENVELOPE SPIKE. NATURE. 2018.,CCR5,raw_pdbs/6MET.pdb,mapped_pdb/6MET_atlas.pdb,fastas/6MET.fasta
,6MXT,BETA-2 ADRENERGIC RECEPTOR,a,ADRENERGIC RECEPTORS,P07550,HOMO SAPIENS (HUMAN),CRYSTAL STRUCTURE OF HUMAN BETA2 ADRENERGIC RECEPTOR BOUND TO SALMETEROL AND NB71,x,2.96,30327561,2018-10-31,"MASUREEL ET AL. STRUCTURAL INSIGHTS INTO BINDING SPECIFICITY, EFFICACY AND BIAS OF A BETA2AR PARTIAL AGONIST. NAT. CHEM. BIOL. 2018, 14, 1059.",ADRB2,raw_pdbs/6MXT.pdb,mapped_pdb/6MXT_atlas.pdb,fastas/6MXT.fasta
